Kharagpur	28	22.3397	87.3250
Khandwa	35	21.8243	76.3509
Khammam	40	17.2477	80.1437
Khardah	28	22.7186	88.3781
Khanna	23	30.7055	76.2220
Khargone	35	21.8229	75.6139
Khurja	36	28.2538	77.8554
Khambhat	09	22.3174	72.6192
Khamgaon	16	20.7074	76.5683
Kharghar	16	19.0498	73.0702
Kharakvasla	16	18.4400	73.7755
Khajoori Khas	07	28.7096	77.2587
Khadki	16	18.5635	73.8521
Kharar	23	30.7463	76.6469
Khopoli	16	18.7856	73.3459
Khatauli	36	29.2784	77.7330
Khanapuram Haveli	40	17.2624	80.1681
Khagaul	34	25.5790	85.0456
Khurai	35	24.0437	78.3301
Khagaria	34	25.5022	86.4671
Khordha	21	20.1827	85.6163
Khalilabad	36	26.7727	83.0718
Khekra	36	28.8659	77.2841
Khairabad	36	27.5270	80.7546
Khambhaliya	09	22.2068	69.6503
Khairtal	24	27.8043	76.6386
Khunti	38	23.0760	85.2782
Khachrod	35	23.4232	75.2819
Khaira	16	19.7867	72.7616
Kharagpur	34	25.1245	86.5558
Khair	36	27.9419	77.8424
Khedbrahma	09	24.0299	73.0463
Khandela	24	27.6050	75.5020
Kheri	36	27.9035	80.7975
Khoni	16	19.3173	73.0597
Khajuraho Group of Monuments	35	24.8481	79.9335
Kheda	09	22.7522	72.6853
Khategaon	35	22.5957	76.9133
Kharkhauda	10	28.8787	76.9107
Khirkiya	35	22.1673	76.8614
Khairagarh	37	21.4186	80.9794
Kheralu	09	23.8853	72.6187
Khairagarh	36	26.9435	77.8182
Khowai	26	24.0796	91.5997
Khalari	38	23.6506	85.0074
Khanapur	19	15.6397	74.5085
Khariar Road	21	20.8987	82.5089
Kharsia	37	21.9895	83.1048
Khilchipur	35	24.0394	76.5780
Kharupatia	03	26.5184	92.1472
Khali Kachigam	52	20.3833	72.8667
Khetri	24	28.0007	75.7864
Kheri Nangal	10	29.3544	76.9774
Kherli	24	27.2736	76.9861
Khongapani	37	23.1912	82.1626
Khed	16	17.7189	73.3969
Khapat	09	21.6541	69.6126
Khatra	28	22.9762	86.8546
Khada	36	27.1833	83.8833
Khaniadhana	35	25.0298	78.1271
Khuldabad	16	20.0067	75.1924
Khetia	16	21.6712	74.5854
Khusropur	34	25.4817	85.3849
Khatima	39	28.9213	79.9707
Khutar	36	28.2031	80.2705
Khapa	16	21.4224	78.9817
Kharhial	21	20.2885	82.7606
Khanpur	24	24.7324	76.3960
Khargapur	35	24.8230	79.1440
Khanpur	36	28.5345	78.0655
Kharela	36	25.5428	79.8123
Khem Karan	23	31.1444	74.5594
Khadkale	16	18.7614	73.5576
Khaga	36	25.7721	81.1039
Khailar	36	25.3413	78.5313
Kharkhauda	36	28.8364	77.7416
Khallikot	21	19.6091	85.0861
Khudaganj	36	28.1461	79.7147
Kherdi	16	17.5189	73.5566
Khadki Buzurg	16	20.6676	77.0223
Kharar	28	22.7221	87.6782
Khairabad	24	24.6596	75.9307
Kharaghoda	09	23.1871	71.7266
Khawzawl	31	23.5177	93.1889
Kheri Sampla	10	28.7781	76.7756
Khujner	35	23.7860	76.6177
Khanr	35	24.1808	81.2857
Khaira Bari	03	26.5108	90.9689
Kharod	37	21.7442	82.5788
Khonsa	30	27.0167	95.5667
Khamanon Kalan	23	30.8173	76.3548
Khreuh	12	34.0189	74.9991
Khamaria	35	23.2129	80.0313
Khera Khurd	07	28.7755	77.0997
Khargupur	36	27.3761	81.9882
Kharora	37	21.4010	81.9276
Khandpara	21	20.2644	85.1767
Khera Kalan	07	28.7745	77.1172
Kherwara	24	23.9859	73.5949
Khed	16	18.3381	73.8468
Khapar	16	21.5330	73.9312
Khaira	07	28.5942	76.9701
Kharsawan	38	22.7909	85.8310
Kherliganj	24	24.8808	76.6682
Khamharia	37	20.9760	82.2512
Khan Pur Dhani	07	28.7100	77.2830
Khore	12	32.8226	74.5113
Khaliapali	21	21.3640	83.6164
Khuda Alisher	05	30.7747	76.8118
Khamari	16	21.4268	80.2345
Khaur	12	32.6027	74.8092
Khandbara	16	21.3061	74.0441
Khairi	35	22.5983	80.3924
Khatiguda	21	19.2375	82.7881
Khori Kalan	10	28.2152	76.8815
Khor	35	24.5924	74.8147
Kharkhari	38	23.7776	86.2392
Khardi	16	19.5876	73.3820
Kharijapikon	03	26.0328	90.6671
Khambra on Nakodar Road	23	31.2737	75.5575
Kharach	09	21.4544	72.9158
Kharbav	16	19.2970	72.9963
Khotran	23	31.2013	75.8015
Khilchian	23	31.5521	75.1724
Khonmoh	12	34.0579	74.9499
Khan Sahib	12	33.9328	74.6567
Khawhai	31	23.3781	93.1280
Kharpada	16	18.8361	73.0941
Khorajpur	36	28.8190	77.4365
Khata Khedi	35	23.8720	77.2900
Kharki	11	31.1162	77.4512
Khanda Saharol	24	25.1577	77.1150
Khuntpali	21	20.9695	83.2025
Khuri	24	26.6140	70.7152
Khokri Kalan	23	30.8456	75.3307
Khuzami	20	25.7675	94.4743
Khutpali	21	20.9500	83.2167
Khutia	34	25.5126	86.5521
Khutgan	21	22.3333	84.9667
Khutauna	34	26.4969	86.3959
Khutabari	03	26.0667	91.0833
Khurna Kur	41	33.6016	77.4875
Khurna	41	33.5106	77.5099
Khurmabad	34	25.0149	83.8331
Khuria	36	27.3833	83.4833
Khuria	37	22.3885	81.5929
Khuri	24	27.8345	74.6990
Khuri Kalan	24	26.9037	74.1336
Khurhom	12	34.5506	74.4631
Khurel Kalan	35	22.6939	76.0363
Khurda	35	22.3733	75.6449
Khurasa	36	27.0922	82.0227
Khurampura	35	22.0216	75.3452
Khur	24	27.4131	75.0545
Khunthak	17	24.1977	94.1081
Khuntgaon	21	21.7593	85.0079
Khuntaora	09	21.1924	71.6511
Khundaur	36	26.0365	82.0237
Khudala	24	25.3657	71.8140
Khulri	35	22.9666	78.9460
Khuldo	41	32.7592	78.9819
Khujji	37	20.9529	80.8768
Khujare	16	18.1167	73.0000
Khui Khera	23	30.3016	74.0969
Khuiyala	24	27.1465	70.4264
Khudiyala	24	26.5219	72.6874
Khudani	24	25.8690	70.7031
Khudaeganj	36	27.1854	79.6692
Khudaganj	34	25.0778	85.2183
Khuangleng	31	23.3068	93.2892
Khowara	39	30.5562	78.6663
Khowang	03	27.2754	94.8757
Khot Khurd	10	29.3728	76.1730
Khot Kalan	10	29.3924	76.1695
Khot	10	29.3833	76.1667
Khospuri	16	19.2732	74.8529
Khormul	37	23.5167	82.8333
Khorbani	12	33.2376	74.6286
Khorana	09	22.4297	70.8444
Khor	41	34.8543	77.0493
Khor	12	34.0833	74.5000
Khohar	24	27.9936	76.2560
Khopaiyapara	26	24.0081	92.0234
Khonoma	20	25.6542	94.0218
Khondar	36	25.1500	81.9833
Khond	37	23.7408	82.8153
Khombhadi Nana	09	23.4203	69.1260
Khombhadi Mota	09	23.4111	69.1121
Khombhadi	09	23.4167	69.1167
Kholapur	16	20.9490	77.5147
Khol	10	28.1963	76.3974
Khoksar	11	32.4087	77.2519
Khokra	37	21.9721	82.5611
Khokhri	09	21.8362	70.8225
Khokha Ki Dhani	24	25.3514	72.0227
Khokhaha	34	26.1713	86.5335
Khokarmoho	16	18.9986	75.5576
Khokara Kalan	35	23.4277	76.9519
Khojala	23	31.7509	75.3801
Khojachora	09	23.0263	69.4351
Khoirabari	03	26.8663	91.9523
Khoirabari	03	26.6384	91.7790
Khohir	37	23.7911	82.5998
Khoh	24	27.1814	76.3795
Khodu	09	22.8026	71.4835
Khodri	37	22.6639	81.9327
Khodala	16	19.7905	73.3983
Khoda	24	29.2150	74.2628
Khod	24	25.5280	73.3384
Khoaspura	24	26.5136	73.7449
Khizr Sarai	34	24.9679	85.0921
Khizrabad	23	30.8797	76.6577
Khizrabad	10	30.2941	77.4950
Khirsadoh	35	22.1783	78.7882
Khirpai	28	22.7100	87.6177
Khirni	24	26.2559	76.3272
Khiriya	35	24.2587	77.5342
Khiri	36	25.0307	81.8279
Khirhar	34	26.5169	85.9618
Khirasra	09	22.2380	70.6517
Khirasra	09	21.7213	69.8727
Khiraitangri	21	21.7116	85.7035
Khinya	24	27.3290	70.8553
Khimsar	24	26.9776	73.4045
Khinwara	24	25.4876	73.5991
Khinia	24	25.3313	75.3717
Khindasar	24	27.5144	72.9160
Khinda	21	21.7262	83.9754
Khinyala	24	27.2940	74.2018
Khimsar	24	26.1542	71.6768
Khimrana	09	22.4708	70.1659
Khimlasa	35	24.2058	78.3639
Khilogodo	02	18.3195	82.5363
Khilchipur	24	26.0573	76.4201
Khijariya	09	22.2864	70.5024
Khijadia	09	21.8937	71.1699
Khiraura	35	26.4309	77.6831
Khiching	21	21.9330	85.8362
Khichand	24	27.1366	72.4128
Khibar	41	34.4819	75.9455
Khetwadi	16	18.9584	72.8246
Khetwa	09	24.2003	72.0437
Khetolai	24	27.0234	71.7121
Kherwan	35	22.3433	74.7219
Kherwa	24	25.6738	73.4596
Khervadi	16	20.0435	73.9720
Kheroda	24	24.5801	74.0670
Kherod	09	24.2314	73.0123
Kherna	21	22.1480	86.0975
Kherli	35	21.9305	78.3316
Kheriya Padam	35	26.2537	78.2453
Kheriya	35	26.3203	78.2031
Kheri	35	23.8813	76.9929
Kheria	34	25.4294	87.2544
Kheri	24	25.1002	75.2787
Kheri	24	24.3769	73.9490
Khari	35	23.2323	76.4881
Kheri	35	22.9460	77.0354
Kheri Sanvligarh	35	21.8548	77.7986
Khergam	09	20.6319	73.0945
Kherdi	52	20.1106	73.0259
Kherarbari	52	20.1333	73.1333
Kherapara	18	25.3403	90.1904
Kherapa	24	26.7082	73.2987
Kherali	09	22.6912	71.6025
Kheradi	09	23.6892	73.2952
Khera	24	28.4775	73.5632
Khera	24	25.9578	72.9692
Khera	24	25.6181	76.2507
Khera	24	25.3636	74.0060
Khensa	20	26.3457	94.4892
Khengoi	17	24.0341	94.1014
Khemlapur	19	16.6079	74.9362
Khinmat	09	24.4894	72.1827
Khimach	24	24.7116	76.0134
Khel Deshpande	16	20.9376	76.8909
Khela	39	29.9618	80.5906
Khejuri	21	21.8050	86.3039
Khejroli	24	27.3323	75.6958
Khejra	24	28.6182	74.5350
Khejarla	24	26.3297	73.6814
Khejar	24	24.1739	73.8460
Khedwa	09	24.1126	73.1094
Kheduli	24	26.7298	74.0056
Khedra	28	25.3035	88.1743
Khedoi	09	23.0632	69.9166
Khede	16	20.9179	74.6359
Khedapada	09	23.3426	73.9573
Khedapada	21	19.3573	83.4357
Khed	16	18.8563	73.8808
Khed	16	18.3796	74.8123
Khebuching	17	24.9296	93.5195
Kheaoda	24	25.4789	75.9176
Khawthlir	31	23.6333	93.0000
Khawruhlian	31	23.8690	92.8769
Khawlek	31	24.0706	93.0255
Khawlek	31	23.3702	92.6339
Khawdungsei	31	23.9762	93.2137
Khawbung	31	23.1716	93.2199
Khawasa	35	21.7047	79.4377
Khawad	09	23.1967	72.2423
Khavda	09	23.8431	69.7303
Khavadi Mota	09	22.3854	69.8664
Khatumba	09	22.2884	69.1358
Khatu Khurd	24	27.1580	74.3520
Khatu Kalan	24	27.1258	74.3142
Khatu	24	27.3637	75.4043
Khatu	24	27.1333	74.3167
Khattu	24	25.9639	71.9155
Khatti	37	21.0509	82.1786
Khattai	35	24.5299	82.5675
Khatora	16	20.2770	79.3377
Khatoli	24	25.8713	76.0712
Khatoli	24	25.6810	76.4756
Khatoalgaon	03	26.6613	94.1520
Khatikhera	24	24.8167	75.7667
Khati	39	30.1132	79.9845
Khatgarh	24	25.5088	75.8504
Khataura	35	24.9687	77.7036
Khetauli	35	23.7084	80.8318
Khatao	16	17.6548	74.3614
Khatanga	37	22.7523	84.0894
Khatali	35	22.3484	74.5202
Khat	16	21.2415	79.5476
Khashdhar	11	31.2169	77.8779
Kharwandi	16	19.1620	75.3763
Kharwa	24	26.1911	74.4383
Kharupani	21	20.2123	82.4872
Kharua	35	23.6169	75.4759
Kharu	41	34.6782	77.3024
Khar Talegaon	16	20.9947	77.6298
Kharsundi	16	17.3414	74.7762
Kharsod B	35	23.2225	75.3860
Khadsangi	16	20.5062	79.2655
Kharsali	39	30.9701	78.4377
Kharra	24	26.2095	72.0235
Kharola	16	18.5103	76.6617
Khara	24	28.2021	73.3886
Kharmunda	21	21.1342	83.4901
Kharmauza	03	26.1485	90.4869
Kharki	16	17.9564	74.3336
Kharkhand	16	18.8853	72.9114
Kharkari	24	26.7487	74.7074
Kharkala	09	21.4302	71.3401
Kharka	35	26.3167	78.3000
Khariyan	10	29.6194	74.8586
Khari Rohar	09	23.0747	70.1726
Kharipur	24	25.1248	75.6696
Kharila	35	24.6847	79.2821
Kharikhanapatti	03	25.8878	92.8987
Kharik	34	25.3679	87.0026
Kharibari Hat	28	26.5563	88.1915
Khariadih	38	22.5062	86.3000
Kharia	10	29.1350	75.5197
Kharia	24	26.2145	73.7524
Khariya	35	22.3317	76.7002
Kharia	09	21.4273	70.5219
Khari	24	28.3416	73.6380
Khari	24	27.2581	73.5082
Kharhana	34	25.0743	83.8486
Khargram	28	24.0273	87.9897
Khargo	38	24.2332	85.8338
Khargaon	37	22.3807	83.1107
Khareri	09	22.0719	70.4815
Kharepatan	16	16.5584	73.6186
Kharem	30	27.8164	96.1300
Khardung	41	34.4004	77.6694
Khardon Kalan	35	23.4682	76.9657
Khardipada	16	19.5279	72.7640
Khardi	16	17.5754	75.2700
Kharda	16	18.6375	75.4751
Kharchia	09	22.8519	70.6073
Kharbu	41	34.5421	75.9937
Kharbara	24	28.9423	73.4130
Kharba	28	25.4260	88.0689
Kharba	09	22.1876	70.0509
Kharavli	16	18.9000	72.9167
Kharauda	35	24.3877	75.4827
Kharasom	17	25.4666	94.4701
Kharari	34	25.0636	83.9543
Kharari	34	25.0300	84.0472
Khadar	36	24.3536	82.9363
Kharangna	16	20.9145	78.4760
Kharal	12	34.9167	76.0833
Kharak Kalan	10	28.8290	76.3051
Kharaini	35	23.4193	81.5969
Kharai Kotbar	28	21.9683	87.5058
Kharai	35	25.3081	77.4571
Khairai	24	25.2619	77.0040
Khare	35	25.1067	77.7258
Kharagdiha	38	24.4192	86.1720
Kharag	11	31.5184	77.4038
Kharadpada	52	20.2505	72.9563
Kharad	09	22.3097	72.0166
Khara	23	30.5322	74.7137
Khara	24	27.0301	72.1201
Khar	11	32.0300	78.0654
Khar	16	19.0667	72.8333
Khapri	16	21.0512	79.0433
Khapri	37	21.0061	81.3578
Khaprail	28	26.7723	88.3156
Khaparkhera	35	23.1405	78.7775
Khaparkhera	35	22.8179	78.3642
Khaparkheda	16	21.5442	78.3506
Khaparkhera	16	21.2862	79.4440
Khapariya	35	22.5690	77.4816
Khanpa	24	24.5150	73.0355
Khapa	16	20.9181	78.9522
Khapa	35	22.5493	78.0463
Khapa	35	22.5176	79.0345
Khapa	35	22.4319	79.1720
Khapa	35	22.1933	80.5625
Khanuan	36	26.0662	79.2723
Khanua	24	27.0359	77.5432
Khanatapada	21	21.4017	86.8068
Khanta	28	25.8496	88.0457
Khanna	36	25.5654	80.0630
Khankotra	09	22.2946	70.2500
Khanjar	11	32.8719	76.8573
Khanivde	16	19.4970	72.9079
Khangta	24	26.5418	73.6302
Khangaon	16	20.5110	78.6126
Khanetar	12	33.7328	74.1450
Khandu	24	23.4591	74.5413
Khandsara	37	21.8167	81.5333
Khandsa	10	28.4348	77.0034
Khandoal	21	21.4219	83.9977
Khandhar	24	26.0138	76.6052
Khandera	09	22.2823	70.3123
Khandela	24	25.2270	76.8454
Khandauli	36	27.3126	78.0289
Khandar	36	27.7577	79.5948
Khandala Khurd	16	21.3356	79.4256
Khandala Kalan	16	21.3333	79.4167
Khandala	16	20.0199	74.7984
Khandala	16	19.8915	77.4447
Khandala	16	18.7589	73.3694
Khandala	16	18.0592	74.0160
Khandagiri	21	20.2597	85.7899
Khandaghosh	28	23.2081	87.6941
Khanapur	16	19.8512	77.3507
Khanapur	40	19.0441	78.6461
Khanapur	16	18.6001	77.5612
Khanapur	19	17.9517	77.3848
Khanapur	16	17.2606	74.7157
Khanapur	19	16.7111	77.0127
Khanapara	03	26.1000	91.8167
Khan Alampura	36	29.9500	77.5667
Khanakul	28	22.7089	87.8502
Khanabal	12	33.7423	75.1356
Khana	28	23.3289	87.7334
Khamtalai	16	21.4090	79.9312
Khamson	17	25.1959	94.1466
Khampar	36	26.3522	84.0653
Khamor	24	25.7538	74.7936
Khamloli	16	19.6614	72.8685
Khamla	35	21.5097	77.5171
Khamkhera	35	23.5871	77.6350
Khamidol	35	23.3691	81.7290
Khamerkhudra	35	22.5797	81.4896
Khamera	24	23.7883	74.4602
Khambhodar	09	21.8057	69.5895
Khambha	09	21.1401	71.2556
Khambale	16	21.4454	75.0716
Khamaswari	16	18.4567	76.0447
Khamarpani	35	21.7114	79.0986
Khamaria Pul	36	28.5875	79.7139
Khamaria	35	23.9686	80.1319
Khamaria	35	23.5943	80.5518
Khamaria	35	23.3704	75.3566
Khamaria	35	23.0805	80.8220
Khamaria	37	21.7968	81.3353
Khamar	37	22.1209	83.0147
Khamar	21	21.2673	85.1978
Khamalia	35	23.2797	77.1495
Khamal	24	25.9201	73.4527
Khalwa	35	21.8041	76.7441
Khalsi	39	30.5138	78.4027
Khalsar	41	34.4941	77.7038
Khalra	23	31.3949	74.6176
Khallar	16	21.0376	77.4596
Khaliakani	37	20.0185	82.7986
Khalghat	35	22.1572	75.4542
Khaleni	12	33.1360	75.5139
Khalatse	41	34.3128	76.8427
Khalari	37	21.0965	82.2850
Khalari	37	20.1267	82.0121
Khalapur	16	18.8298	73.2836
Khal	24	29.0882	73.3652
Khakurla	16	16.6253	73.9042
Khakurdi	16	20.6852	74.4170
Khaknar	35	21.3674	76.5693
Khaki Hat	21	20.9867	86.6322
Khakharti	24	26.9103	74.9971
Khajwana	24	26.9136	73.8439
Khejurpara	21	20.4416	84.4067
Khajuripada	21	19.0640	84.0894
Khajuria Kalan	35	23.3454	77.0706
Khajuria	24	24.4769	73.1448
