Tripunittura	13	9.9428	76.3333
Trikonavattam	13	8.8899	76.6659
Triprangod	13	10.8422	75.9486
Trittala	13	10.8030	76.1288
Trikarpur South	13	12.1165	75.1852
Triparappu	25	8.3948	77.2659
Trikarpur North	13	12.1458	75.1748
Tral	12	33.9271	75.1158
Trajpar	09	22.8157	70.8665
Trikur	13	10.4614	76.2734
Trimbak	16	19.9327	73.5291
Trombay	16	19.0000	72.9000
Trombay	16	19.0333	72.9333
Tripurantakam	02	15.9996	79.4567
Trimulgherry	40	17.4790	78.5140
Triloknath	11	32.6844	76.6970
Trikkunnapuzha	13	9.2609	76.4092
Trikodi	13	11.4833	75.6167
Trikkalangod	13	11.1541	76.1246
Trijugi Narayan	39	30.6424	78.9780
Tribhuvanam	25	10.9908	79.4339
Tribeniganj	34	26.1273	86.8858
Tribeni	28	22.9867	88.3987
Trapaj	09	21.4238	72.1071
Tralin	30	28.6564	96.2152
Trakuda	09	21.9546	70.6500
Trahagam	12	34.5145	74.1742
Tragbal	12	34.4891	74.6340
Trunkhal	12	34.3999	74.9723
Tresangam	12	34.4994	74.8528
Trakonno	12	33.8316	74.2131
Trichal	12	33.7670	74.2383
Trombagund	12	34.2327	74.5016
Trikulbal	12	34.1688	74.5908
Trigam	12	34.1698	74.6612
Trapui	12	34.0171	74.5208
Tragpur	12	34.2803	74.3780
Trimukha	12	34.4346	74.4759
Troti	12	32.8484	74.5433
Triot	12	33.2500	74.0806
Tranga	12	33.8194	74.3194
Trodian	12	32.9616	74.7663
Trin	12	32.9423	74.9378
Tror	12	32.9125	74.9518
Trindi Jamura	12	32.5186	74.9633
Trindi Singara	12	32.5213	74.9651
Tror	12	32.6049	74.9488
Tret	12	32.6474	74.9017
Tringnian	12	34.6457	73.9817
Tragan	12	34.1611	73.9949
Treboni	12	34.3842	73.8273
Trutti Haji	12	34.4227	73.8152
Trak ki Jhonpariyan	24	25.1782	75.5995
Trishuliya	24	25.5041	75.6010
Trustpuram	25	13.0544	80.2253
Trichy	25	10.8029	78.6988
Triperuntura	13	9.2798	76.5921
Trikkandiyur	13	10.9090	75.9202
Tralsa	09	21.8038	72.9620
Trilochanpur	21	21.2505	86.4952
Trikona	21	21.1190	86.3643
Trusu	12	34.2593	74.6752
Tramba Nari	12	33.4523	74.4853
Trumbhar	12	34.6095	74.2446
Tragan	12	34.5593	74.4977
Trimbri	11	31.3483	77.3397
Trashri	11	30.9604	77.0310
Trimli	11	30.8917	77.1835
Trilokpur	11	30.5402	77.2091
Trilokpur	36	30.0356	77.4568
Trisul	24	26.9088	76.8147
Treshtha	24	25.1288	74.6646
Trilokpuri	07	28.6117	77.3163
Trikauli Madan	36	29.3375	78.5108
Trikut	16	19.1653	77.3851
Tripurwaram	40	17.0908	79.9365
Trehunan	36	25.5623	83.3490
Trilokpur	36	25.4940	83.7038
Trilokpur	34	25.0897	83.9599
Trisuli	37	24.0453	83.3060
Triveni Sangam	16	20.4011	79.9574
Tribhuwanpur	36	25.3306	82.3709
Tribhuwanpur	36	25.2826	82.3131
Tribedi Khera	36	26.3579	80.9966
Tribhauna	36	27.6235	81.8472
Tribediganj	36	26.6366	81.3067
Tre Narion Baihk	12	34.2231	74.0933
Trilokpur	36	28.7646	78.3972
Trimbakpeta	40	18.5237	78.1977
Trilochanpur	36	25.8291	81.4439
Trenz	12	33.7648	74.8905
Tritsil	12	33.8479	74.9221
Trenaryen	12	33.6241	74.7936
Trajan	12	33.5553	74.9104
Trajan	12	33.5676	74.8809
Traparpur	12	33.7442	74.8700
Trekanna	41	34.0921	75.2806
Trabij	12	33.7806	75.0508
Trel	12	33.8043	75.2330
Tragapathar	12	33.5176	75.0400
Trohop	12	33.6927	75.2265
Trojal	12	33.2760	75.0488
Trenna	12	33.3842	75.1285
Tragam	12	33.3968	75.1123
Tragam	12	33.4105	75.1214
Truta Dabar	12	33.0025	75.1639
Trombamal	12	33.9142	75.3076
Trigam	12	33.3584	75.2760
Trajan	12	33.4638	75.3466
Trajiwas	12	33.3785	75.4975
Trigadda	12	33.3690	75.5014
Trampara	12	33.3374	75.5432
Traman	12	33.3135	75.5092
Trinnar	12	33.3075	75.6374
Trashe	12	33.4456	75.5975
Trawn	12	33.0905	75.5679
Trenka	12	33.0138	75.6414
Trappard	12	33.0191	75.6188
Trabbi	12	33.0182	75.7469
Trungai	12	33.4791	75.8094
Trangar	12	32.7288	75.3115
Trongar	12	32.5848	75.4018
Trobian	12	32.7393	75.5338
Tralta	12	32.5533	75.5567
Trimbili	12	32.5263	75.6322
Trimli	12	32.6035	75.6339
Trappar	12	32.6891	75.5990
Tror	12	32.6489	75.7465
Trilokipur	36	25.8308	81.8607
Trikot	12	32.4125	75.5871
Triduan	12	32.4320	75.6575
Tramorh	11	32.4944	75.9262
Trimehni	11	32.4710	75.9672
Trishul	16	21.8628	74.3213
Trilokpur	23	31.3890	75.3982
Trangalian	23	31.9644	75.6425
Trabo Adwar	11	33.1223	76.3771
Tritpar	11	32.7491	76.0050
Trergaon	11	32.7412	76.0725
Tria	11	32.7104	76.1143
Tretana	11	32.6964	76.2272
Treron	11	32.6676	76.0759
Tramhund	11	32.6686	76.0135
Tretha	11	32.6593	76.2057
Trimath	11	32.4293	76.0015
Treehar	11	32.3978	76.1429
Trimbal	11	32.3456	76.0946
Triu Shop	11	32.3310	76.0875
Trimhar	11	32.3615	76.0144
Trihan	11	32.3257	76.0707
Trangra	11	32.3091	76.0783
Tremla	11	32.1567	76.2171
Tripal	11	32.0163	76.1959
Trittha	11	32.5835	76.2593
Trandul Bhursa	37	20.3431	80.9732
Trund	11	32.4027	76.4987
Triund	11	32.2608	76.3571
Tribhuwanpur	37	21.8892	81.8720
Treti	11	31.7796	76.4251
Triamlu	11	31.8204	76.4056
Tremlu	11	31.9788	76.2886
Treti	11	31.7574	76.3892
Traila	11	31.8948	76.9579
Triamal	11	31.7867	76.9509
Triamli	11	31.7835	76.9519
Trol Dogri	11	31.1216	77.7612
Tribhona	37	21.7068	83.4107
Trijugi Narain	39	30.6420	79.0756
Trashi	19	13.7063	74.6671
Trisulmunda	21	19.9082	83.1452
Tringgal	21	19.8914	83.3627
Tripurapantavidu	40	17.6181	81.0678
Trovagunta	02	15.5509	80.0589
