Akola	16	20.7096	76.9981
Akot	16	21.0963	77.0588
Akkarampalle	02	13.6500	79.4200
Akividu	02	16.5822	81.3811
Akalkot	16	17.5253	76.2061
Akluj	16	17.8924	75.0214
Akbarpur	36	26.4295	82.5343
Aklera	24	24.4129	76.5672
Akaltara	37	22.0246	82.4264
Akhnur	12	32.8955	74.7349
Akbarpur	36	26.3837	79.9493
Akalkuva	16	21.5543	74.0192
Akoda	35	26.5334	78.9036
Akodia	35	23.3803	76.5987
Akera	24	27.0121	75.8088
Akalgarh	23	30.7595	75.6457
Akaira	10	28.2310	76.8508
Akalgarh	23	29.8207	75.8908
Akdoni Khurd	38	24.1579	86.2797
Akathiyur	13	10.6809	76.0942
Akasahebpet	02	17.5045	82.5660
Aksapur	16	19.7570	79.6260
Akrund	09	23.2857	73.1297
Akri	09	23.3933	68.6184
Akrabad	36	27.8055	78.2711
Akoti	09	21.1720	73.1872
Akoriya	24	26.3481	75.0270
Akorhi	36	25.1765	82.4541
Akorha	34	24.7698	84.1794
Akora	24	25.5897	71.1926
Akolner	16	18.9859	74.6554
Akolin	30	28.7999	95.9317
Akolya	35	22.6075	75.6599
Akolda	09	21.4197	71.4841
Akola	24	25.2675	74.8812
Akola	24	24.7569	74.1991
Akola Bazar	16	20.1667	78.1494
Akola	16	19.5424	74.0095
Akola	16	17.9823	75.2431
Akodha	36	25.2441	81.8949
Aklvidu	02	16.5833	81.3833
Akli	24	25.7217	70.2819
Akla	24	27.0203	73.4161
Akkivaram	02	18.3760	84.1400
Akkihebbal	19	12.6121	76.3971
Akkaraivadi	22	10.8976	79.8385
Akkammapettai	25	11.4782	77.8837
Akhegwo	20	25.7219	94.6799
Akha	36	28.2909	79.3526
Akera Chhota	16	19.6167	80.3000
Akbarpur Aunchha	36	27.3207	78.8203
Akbarpur	24	27.4472	76.5300
Akbarpur	35	26.2667	78.1833
Akbarpur	36	26.0181	79.6931
Akbarpur	34	24.7456	85.5531
Akbarpur	38	24.6351	83.9642
Akawaram	40	16.4667	79.0167
Akarpati	16	19.8234	72.6668
Akalsia	36	30.1354	77.6188
Akajhiri	35	25.1445	77.8475
Akadia	09	22.0981	71.4544
