Aizawl	31	23.7289	92.7179
Airoli	16	19.1510	72.9963
Aistala	28	23.1800	88.5800
Airavadanallur	25	9.9057	78.1552
Aish Maqam	12	33.8650	75.2837
Air Khas	36	25.9324	79.5146
Aiyar	38	23.7075	85.7549
Aivarkhandpur	19	13.1371	77.4928
Aivalli	19	16.0190	75.8820
Ait	36	25.8948	79.2415
Airwa	36	26.8920	79.4214
Ainpur	16	21.1633	76.0439
Ainavolu	02	15.9929	79.6701
Ainapur	19	16.6679	74.8953
Ainak	31	22.3765	93.1579
Ailam	36	29.2764	77.2953
Ailabhatta	21	20.2526	83.0162
Aiju	11	32.0239	76.7042
Aihol	17	23.9333	93.9833
Aigali	19	16.7775	75.2533
Aichwara	35	25.7155	77.5281
Aichisagami	20	26.1192	94.5922
Aichanahalli	19	12.7518	76.2274
Aima	28	22.4067	88.1803
Aimaburan	12	34.1581	74.5684
Ainbushahi da Danna	12	32.9676	74.5872
Aima	12	33.1891	74.1348
Aitham	12	32.7737	75.0004
Aita	39	29.8091	78.5981
Aiiamari	40	17.8231	78.1107
Aino	35	26.5473	78.3473
Aikolaha	23	30.6906	76.1697
Aikolahi	23	30.7029	76.1645
Aima	36	27.0309	79.8007
Aima Nagla Mohan	36	26.8880	79.0657
Aidalpur	36	26.1346	79.4432
Airahu	36	26.8863	79.5152
Aikaru	36	26.5162	79.7810
Airaura	35	24.6655	79.1947
Ainta	24	27.1547	71.2487
Aiwad	24	27.2852	73.9605
Aitchivadi	16	18.8935	74.1769
Ailta	28	23.2330	87.1435
Aibawk	31	23.5610	92.7048
Airani	19	14.6078	75.7989
Aitmul	12	34.4308	74.6511
Ainchla	10	29.5710	76.8487
Air	12	33.3548	74.4919
Aildar Baihk	12	34.5839	74.2675
Aildar Forest	12	34.5805	74.2521
Aisha	11	31.2556	77.3320
Aidish	11	31.3897	77.5061
Aindi	11	30.9262	77.1368
Ainchhaka	24	27.7947	76.7020
Aithal	39	29.8139	78.0394
Aidalpur	24	26.3115	76.5925
Aidalpur	24	26.8713	76.8273
Aibra	24	25.4823	76.3062
Aitiana	23	30.7532	75.6045
Aiki	36	29.6445	77.9711
Aitmadpur	10	28.4505	77.3220
Ainchhar	36	28.4657	77.5417
Aitbarapur	23	31.6801	75.8928
Aima	23	31.7074	75.8234
Aira	39	30.5417	79.6203
Ainchor Jhunanagar	36	28.3934	79.2148
Aitapalli	40	18.6570	79.0345
Aidasapalli	40	18.8225	79.7316
Aitavarpet	40	18.6386	79.9196
Ailipur	40	18.6619	79.8864
Ainkampet	40	18.6835	79.8957
Aipeta	16	18.7592	80.0399
Ainchana	36	28.5868	77.8213
Aindori	35	26.4987	78.3363
Ainchaya	35	26.3697	78.3812
Aildar Baihk	12	34.6375	74.4548
Aichana	36	27.9707	77.8747
Ainchwara	24	27.7308	77.2839
Aima	10	30.3038	76.6965
Ainch	36	27.9225	77.4841
Ailwara	36	27.9098	77.4814
Ainthpura	36	27.5482	77.7176
Ainipura	10	29.0690	76.0457
Aimanpur	36	28.3395	77.8712
Aithulkapa	37	21.9218	82.0478
Ainapur	19	16.8063	76.4769
Ainapur	19	16.6373	76.4694
Aithwarah	16	19.1453	77.3297
Ailwanpalle	40	17.0877	77.5880
Aihrai	36	27.3679	78.3290
Aira Khera	36	27.5962	77.8195
Aira Khera	36	27.5258	77.8615
Aira	36	27.5818	77.8589
Aima Tanda	40	17.5411	77.9424
Ainthakhera	35	23.0734	79.8437
Aidalpur	36	27.0150	78.6567
Aima Lakhnai	36	27.0283	78.6126
Aigawan	36	27.7690	78.8518
Ainapur	40	16.4711	77.2834
Aidalpur	36	27.8453	78.2395
Aikamet	40	16.8202	77.7249
Aima Hasannagar	36	27.0771	78.8144
Aimanpur	36	27.0264	78.9697
Aimanpura	35	26.5377	78.2799
Ainthpura	35	26.5414	78.3751
Ailampur	36	26.9910	78.7896
Aivarpalli	40	16.8165	77.8227
Aivarpalli	40	16.7847	77.9925
Aita Tanda	16	19.9381	78.1770
Aita	16	19.9348	78.1829
Airo	36	24.5740	78.3344
Airaoni	36	24.5597	78.4269
Airwa	36	27.2678	79.0932
Airma	35	21.9028	79.4783
Ainchauli	35	26.3124	77.5233
Aila	36	26.9611	77.8938
Aigawan	36	27.6877	79.9624
Ainchwari	10	27.8222	77.1137
Aimotwas	10	27.8382	77.1504
Ainswaya	35	25.6451	77.3621
Ainpura	35	25.6463	77.4108
Ainta	35	25.9341	77.5226
Ainthapur	36	27.7687	79.9375
Ainda	36	27.2570	79.8726
Aija	36	27.4522	79.9442
Aihan	36	27.5159	78.1810
Ainchola Saadatpur	36	27.7249	78.4014
Aitpamla	40	17.1710	79.3581
Ailai	36	27.1631	78.2543
Ai	36	27.0522	78.3318
Aimanpur	36	27.9288	78.6534
Aijaknagar	36	27.9043	78.6843
Ainthpura	36	27.7540	78.6462
Ainapalli	40	17.8873	79.9223
Aima	36	26.8408	79.9211
Aima	36	26.8727	79.8521
Ainkrapur	36	26.9240	79.7640
Aira	36	25.9271	79.0377
Airi	36	25.9047	79.4801
Aindha	36	25.8743	79.2904
Ainjhi	36	25.6369	79.7980
Aima Khera	35	25.0391	80.4927
Aimapur	36	25.5960	81.1601
Aima Wari	36	25.6071	81.2124
Aioni	36	25.4329	79.2261
Aisaha	35	26.6674	78.1025
Airi	36	25.2619	83.0679
Aimanpura	36	26.8810	78.5941
Aiwadia	36	25.1826	83.1950
Aipa	35	22.6192	77.4256
Aipi	35	22.5815	77.4815
Airai	35	25.7252	78.3362
Ailahi	36	25.2077	83.3165
Ailai	34	25.0667	83.3780
Aigara	34	25.1428	83.7324
Ailakhpur	36	25.7157	83.8676
Aiman	36	25.5783	83.9201
Ailahi	36	24.7352	83.1161
Ailkar	36	24.6455	83.1782
Ailai	36	24.6727	83.2689
Aikara	16	20.3808	79.7984
Aila	36	25.3154	80.4377
Aidabhavi	19	16.3151	76.5711
Aidnal	19	16.1833	76.5216
Aitol	40	16.6139	78.3464
Airavani	35	24.9239	78.0839
Ainol	40	16.4479	78.7591
Ailakuntabhavi	40	17.5163	79.1528
Ainchwara	36	25.2523	80.5831
Ainkapur	40	19.5903	78.5698
Aipet	40	19.3347	78.6255
Ailau	36	27.1799	79.1262
Aikaripur	36	27.0465	79.0846
Aitala	35	24.5559	81.4358
Aira	35	24.4768	81.1002
Aira	35	24.3943	81.1583
Ainthi	35	24.3339	81.7476
Aitmadpur	36	25.7609	80.9504
Ailahi	36	25.9323	82.3435
Aimma Asbhon	36	25.7259	81.4159
Ainchh	36	25.3787	82.3613
Aireh	36	25.3863	82.9827
Aibakpur	36	25.1245	82.8167
Aindhi	36	26.3575	80.8511
Ailawa	36	26.2592	80.9407
Ailia	36	25.6567	82.9975
Ailipur	36	25.6486	82.9556
Aidalpur	36	29.1933	78.0358
Aira	36	27.8694	81.0484
Ainipur	36	27.3764	81.1789
Ailiha	36	27.4784	81.5901
Aima	36	27.3619	81.5791
Aima	36	27.2981	81.6655
Ailakh Alipur	36	25.9668	83.7754
Aima	36	27.2816	81.6324
Aipi Purwa	36	27.0590	81.9758
Aima	36	26.7384	81.3971
Aimapur	36	26.5259	81.2937
Ainjar	36	26.4969	81.9549
Airayan Sadat	36	25.8326	81.1810
Airayan Mashaekh	36	25.8317	81.1845
Airai	36	25.4823	81.1962
Ainchwara	36	25.1831	81.0384
Aima	36	26.3698	80.4655
Ainch	16	19.7793	77.0903
Aini Hathansi	36	27.2449	81.5540
Aima	36	27.1751	81.5529
Aima Jaisinghapur	36	27.2078	81.6171
Ailegaon	16	19.6026	77.0794
Aima	36	27.2343	81.7415
Ainchora Dingar	36	28.6485	78.4767
Ainchora Kamboh	36	28.7025	78.4762
Ainchora ki Mandaiyan	36	28.7045	78.4652
Ainchora ki Mandaiyan	36	28.7181	78.4736
Ailo	36	27.4549	81.8014
Ailahwa	36	27.3361	81.9211
Ailegaon	16	19.5888	77.4526
Ailegaon	16	19.5538	77.2907
Aidalpur Jogia Sihali	36	28.9551	78.6000
Aidalpur Jogi	36	28.9614	78.6004
Ainthapur	36	28.1210	79.8391
Ailapuram	40	18.8518	78.1170
Ainjari	36	28.5696	78.6730
Ainjara	36	28.5668	78.6762
Aincholi	36	28.5075	78.6458
Aihari Buzurg	36	25.9835	81.3398
Aima Jahanian	36	25.8778	81.3369
Ainthu	36	25.8154	81.4327
Aihar	36	26.1874	81.0314
Aidilpur	36	26.5381	81.6924
Aima	36	26.7002	81.7261
Aithar	36	26.8299	81.7601
Aili Parsauli	36	26.8651	81.8624
Aiyapalli	40	18.2133	78.1182
Aitaul	36	28.4130	78.7622
Aitmadpur	36	28.2976	78.7996
Aipara	36	28.2772	78.8633
Aiampur	36	28.2262	78.9040
Ai Gala	12	33.3105	74.5223
Ailai	36	25.4774	81.2559
